=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.05.03 12:35:16 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,,,,,,,
129.24,300,93.879, ,,,,,,,,,,
112.66,300,93.947, ,,,,,,,,,,
99.01,300,94.015, ,,,,,,,,,,
99.01,300,94.083, ,,,,,,,,,,
86.66,300,94.094, ,,,,,,,,,,
86.66,300,94.161, ,,,,,,,,,,
78.26,0,94.174, ,,,,,,,,,,
78.26,0,94.241, ,,,,,,,,,,
73.68,0,94.254, ,,,,,,,,,,
73.68,0,94.321, ,,,,,,,,,,
71.26,0,94.333, ,,,,,,,,,,
71.26,0,94.401, ,,,,,,,,,,
71.01,0,94.412, ,,,,,,,,,,
71.01,0,94.48, ,,,,,,,,,,
70.36,0,94.492, ,,,,,,,,,,
70.36,0,94.56, ,,,,,,,,,,
70.06,0,94.572, ,,,,,,,,,,
70.06,0,94.64, ,,,,,,,,,,
70.7,0,94.652, ,,,,,,,,,,
70.7,0,94.72, ,,,,,,,,,,
73.7,0,94.731, ,,,,,,,,,,
73.7,0,94.799, ,,,,,,,,,,
77.4,0,94.811, ,,,,,,,,,,
77.4,0,94.878, ,,,,,,,,,,
77.4,0,94.891, ,,,,,,,,,,
84.6,0,94.903, ,,,,,,,,,,
84.6,0,94.969, ,,,,,,,,,,
93.81,0,94.982, ,,,,,,,,,,
93.81,0,95.049, ,,,,,,,,,,
110,0,95.062, ,,,,,,,,,,
128.15,0,95.13, ,,,,,,,,,,
146.16,300,95.199, ,,,,,,,,,,
158.73,300,95.267, ,,,,,,,,,,
162.12,300,95.335, ,,,,,,,,,,
157.97,300,95.404, ,,,,,,,,,,
156.48,300,95.472, ,,,,,,,,,,
156.81,300,95.541, ,,,,,,,,,,
157.18,300,95.608, ,,,,,,,,,,
148.75,300,95.677, ,,,,,,,,,,
136.69,300,95.746, ,,,,,,,,,,
122.28,300,95.813, ,,,,,,,,,,
106.3,300,95.882, ,,,,,,,,,,
93.64,300,95.95, ,,,,,,,,,,
93.64,300,96.017, ,,,,,,,,,,
83.09,0,96.029, ,,,,,,,,,,
83.09,0,96.097, ,,,,,,,,,,
83.09,0,96.108, ,,,,,,,,,,
75.88,0,96.12, ,,,,,,,,,,
75.88,0,96.188, ,,,,,,,,,,
75.88,0,96.199, ,,,,,,,,,,
72.13,0,96.211, ,,,,,,,,,,
72.13,0,96.279, ,,,,,,,,,,
72.02,0,96.29, ,,,,,,,,,,
72.02,0,96.358, ,,,,,,,,,,
72.1,0,96.37, ,,,,,,,,,,
72.1,0,96.438, ,,,,,,,,,,
71.84,0,96.45, ,,,,,,,,,,
71.84,0,96.518, ,,,,,,,,,,
71.84,0,96.529, ,,,,,,,,,,
73.72,0,96.541, ,,,,,,,,,,
73.72,0,96.609, ,,,,,,,,,,
77.82,0,96.62, ,,,,,,,,,,
77.82,0,96.688, ,,,,,,,,,,
84.05,0,96.7, ,,,,,,,,,,
84.05,0,96.768, ,,,,,,,,,,
84.05,0,96.78, ,,,,,,,,,,
95.35,0,96.792, ,,,,,,,,,,
95.35,0,96.859, ,,,,,,,,,,
111.85,0,96.871, ,,,,,,,,,,
130.86,0,96.941, ,,,,,,,,,,
148.55,300,97.008, ,,,,,,,,,,
160.08,300,97.077, ,,,,,,,,,,
161.91,300,97.145, ,,,,,,,,,,
157.96,300,97.213, ,,,,,,,,,,
156.06,300,97.282, ,,,,,,,,,,
157.74,300,97.35, ,,,,,,,,,,
157.38,300,97.418, ,,,,,,,,,,
149.32,300,97.486, ,,,,,,,,,,
137.85,300,97.555, ,,,,,,,,,,
123.81,300,97.624, ,,,,,,,,,,
107.8,300,97.691, ,,,,,,,,,,
94.66,300,97.76, ,,,,,,,,,,
94.66,300,97.826, ,,,,,,,,,,
83.95,0,97.839, ,,,,,,,,,,
83.95,0,97.906, ,,,,,,,,,,
76.87,0,97.918, ,,,,,,,,,,
76.87,0,97.986, ,,,,,,,,,,
73.18,0,97.997, ,,,,,,,,,,
73.18,0,98.065, ,,,,,,,,,,
72.83,0,98.077, ,,,,,,,,,,
72.83,0,98.145, ,,,,,,,,,,
72.31,0,98.157, ,,,,,,,,,,
72.31,0,98.225, ,,,,,,,,,,
72.25,0,98.237, ,,,,,,,,,,
72.25,0,98.305, ,,,,,,,,,,
72.95,0,98.316, ,,,,,,,,,,
72.95,0,98.384, ,,,,,,,,,,
76.62,0,98.396, ,,,,,,,,,,
76.62,0,98.463, ,,,,,,,,,,
82.26,0,98.476, ,,,,,,,,,,
82.26,0,98.543, ,,,,,,,,,,
90.55,0,98.555, ,,,,,,,,,,
90.55,0,98.623, ,,,,,,,,,,
104.18,0,98.635, ,,,,,,,,,,
120.95,0,98.704, ,,,,,,,,,,
139.65,0,98.772, ,,,,,,,,,,
155.04,300,98.841, ,,,,,,,,,,
163.16,300,98.909, ,,,,,,,,,,
161.77,300,98.977, ,,,,,,,,,,
157.52,300,99.046, ,,,,,,,,,,
156.79,300,99.113, ,,,,,,,,,,
158.57,300,99.182, ,,,,,,,,,,
158.37,300,99.251, ,,,,,,,,,,
151.8,300,99.319, ,,,,,,,,,,
142.42,300,99.387, ,,,,,,,,,,
130.15,300,99.456, ,,,,,,,,,,
114.53,300,99.524, ,,,,,,,,,,
100.12,300,99.592, ,,,,,,,,,,
88.56,300,99.66, ,,,,,,,,,,
88.56,300,99.727, ,,,,,,,,,,
80.51,0,99.739, ,,,,,,,,,,
80.51,0,99.807, ,,,,,,,,,,
74.94,0,99.819, ,,,,,,,,,,
74.94,0,99.887, ,,,,,,,,,,
71.77,0,99.898, ,,,,,,,,,,
71.77,0,99.966, ,,,,,,,,,,
71.38,0,99.978, ,,,,,,,,,,
71.38,0,100.045, ,,,,,,,,,,
70.84,0,100.058, ,,,,,,,,,,
70.84,0,100.125, ,,,,,,,,,,
70.97,0,100.137, ,,,,,,,,,,
70.97,0,100.205, ,,,,,,,,,,
71.55,0,100.217, ,,,,,,,,,,
71.55,0,100.285, ,,,,,,,,,,
74.29,0,100.296, ,,,,,,,,,,
74.29,0,100.364, ,,,,,,,,,,
78.29,0,100.376, ,,,,,,,,,,
78.29,0,100.444, ,,,,,,,,,,
85.14,0,100.456, ,,,,,,,,,,
85.14,0,100.524, ,,,,,,,,,,
95.5,0,100.536, ,,,,,,,,,,
95.5,0,100.603, ,,,,,,,,,,
111.71,0,100.615, ,,,,,,,,,,
130.04,0,100.684, ,,,,,,,,,,
147.9,300,100.753, ,,,,,,,,,,
160.29,300,100.822, ,,,,,,,,,,
162.89,300,100.889, ,,,,,,,,,,
158.66,300,100.958, ,,,,,,,,,,
156.15,300,101.026, ,,,,,,,,,,
157.3,300,101.094, ,,,,,,,,,,
157.24,300,101.163, ,,,,,,,,,,
149.11,300,101.231, ,,,,,,,,,,
137.44,300,101.3, ,,,,,,,,,,
123.76,300,101.367, ,,,,,,,,,,
107.18,300,101.436, ,,,,,,,,,,
94.02,300,101.505, ,,,,,,,,,,
94.02,300,101.571, ,,,,,,,,,,
83.94,0,101.583, ,,,,,,,,,,
83.94,0,101.651, ,,,,,,,,,,
77.14,0,101.662, ,,,,,,,,,,
77.14,0,101.73, ,,,,,,,,,,
72.92,0,101.742, ,,,,,,,,,,
72.92,0,101.81, ,,,,,,,,,,
72.15,0,101.822, ,,,,,,,,,,
72.15,0,101.89, ,,,,,,,,,,
72.35,0,101.902, ,,,,,,,,,,
72.35,0,101.969, ,,,,,,,,,,
72.47,0,101.981, ,,,,,,,,,,
72.47,0,102.048, ,,,,,,,,,,
72.72,0,102.061, ,,,,,,,,,,
72.72,0,102.128, ,,,,,,,,,,
76.83,0,102.14, ,,,,,,,,,,
76.83,0,102.208, ,,,,,,,,,,
81.96,0,102.22, ,,,,,,,,,,
81.96,0,102.288, ,,,,,,,,,,
89.94,0,102.299, ,,,,,,,,,,
89.94,0,102.368, ,,,,,,,,,,
103.12,0,102.379, ,,,,,,,,,,
119.18,0,102.449, ,,,,,,,,,,
138.44,0,102.517, ,,,,,,,,,,
154.41,300,102.585, ,,,,,,,,,,
162.84,300,102.653, ,,,,,,,,,,
161.87,300,102.722, ,,,,,,,,,,
156.94,300,102.79, ,,,,,,,,,,
157.01,300,102.858, ,,,,,,,,,,
158.03,300,102.927, ,,,,,,,,,,
158.7,300,102.994, ,,,,,,,,,,
151.5,300,103.063, ,,,,,,,,,,
141.35,300,103.132, ,,,,,,,,,,
129.33,300,103.2, ,,,,,,,,,,
113.82,300,103.268, ,,,,,,,,,,
99.64,300,103.336, ,,,,,,,,,,
99.64,300,103.403, ,,,,,,,,,,
87.54,300,103.415, ,,,,,,,,,,
87.54,300,103.483, ,,,,,,,,,,
78.91,0,103.495, ,,,,,,,,,,
78.91,0,103.563, ,,,,,,,,,,
74.02,0,103.574, ,,,,,,,,,,
74.02,0,103.643, ,,,,,,,,,,
71.34,0,103.654, ,,,,,,,,,,
71.34,0,103.721, ,,,,,,,,,,
70.66,0,103.734, ,,,,,,,,,,
70.66,0,103.801, ,,,,,,,,,,
70.55,0,103.814, ,,,,,,,,,,
70.55,0,103.881, ,,,,,,,,,,
70.54,0,103.894, ,,,,,,,,,,
70.54,0,103.961, ,,,,,,,,,,
71.31,0,103.972, ,,,,,,,,,,
71.31,0,104.04, ,,,,,,,,,,
73.62,0,104.052, ,,,,,,,,,,
73.62,0,104.12, ,,,,,,,,,,
77.78,0,104.132, ,,,,,,,,,,
77.78,0,104.2, ,,,,,,,,,,
83.82,0,104.212, ,,,,,,,,,,
83.82,0,104.28, ,,,,,,,,,,
93.38,0,104.291, ,,,,,,,,,,
93.38,0,104.359, ,,,,,,,,,,
108.43,0,104.371, ,,,,,,,,,,
126.55,0,104.44, ,,,,,,,,,,
144.67,300,104.509, ,,,,,,,,,,
158.95,300,104.577, ,,,,,,,,,,
162.63,300,104.645, ,,,,,,,,,,
157.7,300,104.714, ,,,,,,,,,,
156.27,300,104.781, ,,,,,,,,,,
156.59,300,104.85, ,,,,,,,,,,
155.8,300,104.919, ,,,,,,,,,,
147.38,300,104.987, ,,,,,,,,,,
135.38,300,105.055, ,,,,,,,,,,
120.84,300,105.123, ,,,,,,,,,,
104.8,300,105.192, ,,,,,,,,,,
92.83,300,105.26, ,,,,,,,,,,
92.83,300,105.327, ,,,,,,,,,,
82.86,0,105.338, ,,,,,,,,,,
82.86,0,105.406, ,,,,,,,,,,
76.04,0,105.418, ,,,,,,,,,,
76.04,0,105.486, ,,,,,,,,,,
72.44,0,105.498, ,,,,,,,,,,
72.44,0,105.566, ,,,,,,,,,,
72.05,0,105.578, ,,,,,,,,,,
72.05,0,105.646, ,,,,,,,,,,
71.64,0,105.657, ,,,,,,,,,,
71.64,0,105.724, ,,,,,,,,,,
71.44,0,105.737, ,,,,,,,,,,
71.44,0,105.804, ,,,,,,,,,,
72.32,0,105.817, ,,,,,,,,,,
72.32,0,105.884, ,,,,,,,,,,
76,0,105.896, ,,,,,,,,,,
76,0,105.964, ,,,,,,,,,,
81.04,0,105.975, ,,,,,,,,,,
81.04,0,106.044, ,,,,,,,,,,
88.36,0,106.055, ,,,,,,,,,,
88.36,0,106.123, ,,,,,,,,,,
101.1,0,106.135, ,,,,,,,,,,
117.07,0,106.205, ,,,,,,,,,,
135.41,0,106.272, ,,,,,,,,,,
152.36,300,106.341, ,,,,,,,,,,
161.83,300,106.409, ,,,,,,,,,,
162.8,300,106.477, ,,,,,,,,,,
158.24,300,106.546, ,,,,,,,,,,
156.51,300,106.614, ,,,,,,,,,,
158.1,300,106.683, ,,,,,,,,,,
158.09,300,106.75, ,,,,,,,,,,
150.73,300,106.819, ,,,,,,,,,,
140.3,300,106.888, ,,,,,,,,,,
126.91,300,106.955, ,,,,,,,,,,
111.33,300,107.024, ,,,,,,,,,,
97.49,300,107.092, ,,,,,,,,,,
97.49,300,107.159, ,,,,,,,,,,
85.64,300,107.171, ,,,,,,,,,,
85.64,300,107.239, ,,,,,,,,,,
77.95,0,107.251, ,,,,,,,,,,
77.95,0,107.319, ,,,,,,,,,,
73.37,0,107.33, ,,,,,,,,,,
73.37,0,107.398, ,,,,,,,,,,
70.9,0,107.41, ,,,,,,,,,,
70.9,0,107.478, ,,,,,,,,,,
70.44,0,107.49, ,,,,,,,,,,
70.44,0,107.557, ,,,,,,,,,,
69.82,0,107.57, ,,,,,,,,,,
69.82,0,107.637, ,,,,,,,,,,
70.34,0,107.649, ,,,,,,,,,,
70.34,0,107.716, ,,,,,,,,,,
70.8,0,107.728, ,,,,,,,,,,
70.8,0,107.796, ,,,,,,,,,,
72.95,0,107.808, ,,,,,,,,,,
72.95,0,107.876, ,,,,,,,,,,
76.63,0,107.888, ,,,,,,,,,,
76.63,0,107.956, ,,,,,,,,,,
82.74,0,107.967, ,,,,,,,,,,
82.74,0,108.036, ,,,,,,,,,,
91.67,0,108.047, ,,,,,,,,,,
91.67,0,108.114, ,,,,,,,,,,
105.85,0,108.127, ,,,,,,,,,,
123.47,0,108.196, ,,,,,,,,,,
142.49,300,108.264, ,,,,,,,,,,
156.42,300,108.333, ,,,,,,,,,,
161.56,300,108.401, ,,,,,,,,,,
157.61,300,108.469, ,,,,,,,,,,
155.93,300,108.537, ,,,,,,,,,,
155.8,300,108.606, ,,,,,,,,,,
155.82,300,108.675, ,,,,,,,,,,
146.35,300,108.742, ,,,,,,,,,,
133.73,300,108.811, ,,,,,,,,,,
118.5,300,108.879, ,,,,,,,,,,
103.07,300,108.947, ,,,,,,,,,,
90.99,300,109.016, ,,,,,,,,,,
90.99,300,109.082, ,,,,,,,,,,
81.55,0,109.094, ,,,,,,,,,,
81.55,0,109.162, ,,,,,,,,,,
75.47,0,109.174, ,,,,,,,,,,
75.47,0,109.242, ,,,,,,,,,,
72.11,0,109.254, ,,,,,,,,,,
72.11,0,109.322, ,,,,,,,,,,
71.44,0,109.333, ,,,,,,,,,,
71.44,0,109.401, ,,,,,,,,,,
71.11,0,109.413, ,,,,,,,,,,
71.11,0,109.48, ,,,,,,,,,,
70.99,0,109.493, ,,,,,,,,,,
70.99,0,109.56, ,,,,,,,,,,
71.91,0,109.573, ,,,,,,,,,,
71.91,0,109.64, ,,,,,,,,,,
75.2,0,109.651, ,,,,,,,,,,
75.2,0,109.719, ,,,,,,,,,,
80.35,0,109.731, ,,,,,,,,,,
80.35,0,109.799, ,,,,,,,,,,
87.64,0,109.811, ,,,,,,,,,,
87.64,0,109.879, ,,,,,,,,,,
98.71,0,109.891, ,,,,,,,,,,
98.71,0,109.959, ,,,,,,,,,,
117,0,109.97, ,,,,,,,,,,
136.15,0,110.04, ,,,,,,,,,,
152.28,300,110.108, ,,,,,,,,,,
161.8,300,110.177, ,,,,,,,,,,
161.52,300,110.244, ,,,,,,,,,,
157.19,300,110.313, ,,,,,,,,,,
157.02,300,110.382, ,,,,,,,,,,
158.03,300,110.449, ,,,,,,,,,,
157.56,300,110.518, ,,,,,,,,,,
151.17,300,110.586, ,,,,,,,,,,
140.25,300,110.654, ,,,,,,,,,,
128.42,300,110.723, ,,,,,,,,,,
112.59,300,110.791, ,,,,,,,,,,
97.86,300,110.86, ,,,,,,,,,,
97.86,300,110.926, ,,,,,,,,,,
85.91,300,110.939, ,,,,,,,,,,
85.91,300,111.006, ,,,,,,,,,,
78.4,0,111.017, ,,,,,,,,,,
78.4,0,111.085, ,,,,,,,,,,
73.45,0,111.097, ,,,,,,,,,,
73.45,0,111.165, ,,,,,,,,,,
70.61,0,111.177, ,,,,,,,,,,
70.61,0,111.245, ,,,,,,,,,,
70.51,0,111.257, ,,,,,,,,,,
70.51,0,111.325, ,,,,,,,,,,
70.67,0,111.336, ,,,,,,,,,,
70.67,0,111.404, ,,,,,,,,,,
70.39,0,111.416, ,,,,,,,,,,
70.39,0,111.483, ,,,,,,,,,,
71.04,0,111.496, ,,,,,,,,,,
71.04,0,111.563, ,,,,,,,,,,
73.15,0,111.576, ,,,,,,,,,,
73.15,0,111.643, ,,,,,,,,,,
77.02,0,111.654, ,,,,,,,,,,
77.02,0,111.723, ,,,,,,,,,,
82.93,0,111.734, ,,,,,,,,,,
82.93,0,111.802, ,,,,,,,,,,
92.04,0,111.814, ,,,,,,,,,,
92.04,0,111.882, ,,,,,,,,,,
106.65,0,111.894, ,,,,,,,,,,
123.88,0,111.963, ,,,,,,,,,,
142.62,300,112.031, ,,,,,,,,,,
157.33,300,112.1, ,,,,,,,,,,
162.05,300,112.168, ,,,,,,,,,,
158.72,300,112.236, ,,,,,,,,,,
155.9,300,112.305, ,,,,,,,,,,
156.27,300,112.373, ,,,,,,,,,,
156.04,300,112.441, ,,,,,,,,,,
146.74,300,112.509, ,,,,,,,,,,
134.11,300,112.578, ,,,,,,,,,,
119.18,300,112.647, ,,,,,,,,,,
103.55,300,112.714, ,,,,,,,,,,
91.47,300,112.783, ,,,,,,,,,,
91.47,300,112.849, ,,,,,,,,,,
81.85,0,112.862, ,,,,,,,,,,
81.85,0,112.929, ,,,,,,,,,,
75.55,0,112.942, ,,,,,,,,,,
75.55,0,113.009, ,,,,,,,,,,
72.28,0,113.02, ,,,,,,,,,,
72.28,0,113.088, ,,,,,,,,,,
71.68,0,113.1, ,,,,,,,,,,
71.68,0,113.168, ,,,,,,,,,,
71.07,0,113.18, ,,,,,,,,,,
71.07,0,113.248, ,,,,,,,,,,
71.34,0,113.26, ,,,,,,,,,,
71.34,0,113.328, ,,,,,,,,,,
72.04,0,113.339, ,,,,,,,,,,
72.04,0,113.406, ,,,,,,,,,,
75.08,0,113.419, ,,,,,,,,,,
75.08,0,113.486, ,,,,,,,,,,
79.98,0,113.499, ,,,,,,,,,,
79.98,0,113.566, ,,,,,,,,,,
87.18,0,113.579, ,,,,,,,,,,
87.18,0,113.646, ,,,,,,,,,,
99.01,0,113.658, ,,,,,,,,,,
99.01,0,113.726, ,,,,,,,,,,
117.44,0,113.737, ,,,,,,,,,,
136.05,0,113.807, ,,,,,,,,,,
151.72,300,113.875, ,,,,,,,,,,
162.4,300,113.943, ,,,,,,,,,,
163.26,300,114.012, ,,,,,,,,,,
158.95,300,114.08, ,,,,,,,,,,
157.64,300,114.148, ,,,,,,,,,,
157.88,300,114.216, ,,,,,,,,,,
157.34,300,114.285, ,,,,,,,,,,
150.58,300,114.354, ,,,,,,,,,,
139.88,300,114.421, ,,,,,,,,,,
127.89,300,114.49, ,,,,,,,,,,
111.77,300,114.558, ,,,,,,,,,,
97.3,300,114.626, ,,,,,,,,,,
97.3,300,114.694, ,,,,,,,,,,
85.8,300,114.705, ,,,,,,,,,,
85.8,300,114.772, ,,,,,,,,,,
78.3,0,114.785, ,,,,,,,,,,
78.3,0,114.852, ,,,,,,,,,,
73.63,0,114.865, ,,,,,,,,,,
73.63,0,114.932, ,,,,,,,,,,
70.79,0,114.945, ,,,,,,,,,,
70.79,0,115.012, ,,,,,,,,,,
70.89,0,115.023, ,,,,,,,,,,
70.89,0,115.091, ,,,,,,,,,,
70.39,0,115.103, ,,,,,,,,,,
70.39,0,115.171, ,,,,,,,,,,
70.04,0,115.183, ,,,,,,,,,,
70.04,0,115.251, ,,,,,,,,,,
70.9,0,115.263, ,,,,,,,,,,
70.9,0,115.331, ,,,,,,,,,,
73.08,0,115.342, ,,,,,,,,,,
73.08,0,115.41, ,,,,,,,,,,
77.2,0,115.422, ,,,,,,,,,,
77.2,0,115.489, ,,,,,,,,,,
82.47,0,115.502, ,,,,,,,,,,
82.47,0,115.569, ,,,,,,,,,,
91.38,0,115.581, ,,,,,,,,,,
91.38,0,115.649, ,,,,,,,,,,
106.24,0,115.661, ,,,,,,,,,,
122.98,0,115.73, ,,,,,,,,,,
141.67,300,115.799, ,,,,,,,,,,
156.43,300,115.867, ,,,,,,,,,,
162.11,300,115.935, ,,,,,,,,,,
158.38,300,116.003, ,,,,,,,,,,
155.61,300,116.072, ,,,,,,,,,,
156.11,300,116.14, ,,,,,,,,,,
155.71,300,116.208, ,,,,,,,,,,
146.73,300,116.277, ,,,,,,,,,,
136.51,300,116.345, ,,,,,,,,,,
120.42,300,116.413, ,,,,,,,,,,
104.84,300,116.482, ,,,,,,,,,,
91.29,300,116.55, ,,,,,,,,,,
91.29,300,116.617, ,,,,,,,,,,
81.4,0,116.629, ,,,,,,,,,,
81.4,0,116.697, ,,,,,,,,,,
75.19,0,116.708, ,,,,,,,,,,
75.19,0,116.775, ,,,,,,,,,,
72.21,0,116.788, ,,,,,,,,,,
72.21,0,116.855, ,,,,,,,,,,
71.5,0,116.868, ,,,,,,,,,,
71.5,0,116.935, ,,,,,,,,,,
71.18,0,116.947, ,,,,,,,,,,
71.18,0,117.015, ,,,,,,,,,,
71.4,0,117.026, ,,,,,,,,,,
71.4,0,117.095, ,,,,,,,,,,
72.07,0,117.106, ,,,,,,,,,,
72.07,0,117.174, ,,,,,,,,,,
74.88,0,117.186, ,,,,,,,,,,
74.88,0,117.254, ,,,,,,,,,,
79.81,0,117.266, ,,,,,,,,,,
79.81,0,117.334, ,,,,,,,,,,
86.88,0,117.346, ,,,,,,,,,,
86.88,0,117.413, ,,,,,,,,,,
98.47,0,117.425, ,,,,,,,,,,
98.47,0,117.492, ,,,,,,,,,,
115.92,0,117.505, ,,,,,,,,,,
134.43,0,117.574, ,,,,,,,,,,
151.15,300,117.642, ,,,,,,,,,,
161.33,300,117.71, ,,,,,,,,,,
162.69,300,117.779, ,,,,,,,,,,
157.55,300,117.848, ,,,,,,,,,,
156.44,300,117.915, ,,,,,,,,,,
157.87,300,117.984, ,,,,,,,,,,
157.34,300,118.052, ,,,,,,,,,,
150.65,300,118.12, ,,,,,,,,,,
139.39,300,118.189, ,,,,,,,,,,
126.94,300,118.257, ,,,,,,,,,,
110.39,300,118.326, ,,,,,,,,,,
96.49,300,118.393, ,,,,,,,,,,
96.49,300,118.46, ,,,,,,,,,,
85.15,300,118.472, ,,,,,,,,,,
85.15,300,118.54, ,,,,,,,,,,
77.75,0,118.552, ,,,,,,,,,,
77.75,0,118.62, ,,,,,,,,,,
73.12,0,118.632, ,,,,,,,,,,
73.12,0,118.7, ,,,,,,,,,,
70.6,0,118.711, ,,,,,,,,,,
70.6,0,118.779, ,,,,,,,,,,
70.04,0,118.791, ,,,,,,,,,,
70.04,0,118.858, ,,,,,,,,,,
69.89,0,118.871, ,,,,,,,,,,
69.89,0,118.938, ,,,,,,,,,,
69.85,0,118.95, ,,,,,,,,,,
69.85,0,119.018, ,,,,,,,,,,
70.53,0,119.03, ,,,,,,,,,,
70.53,0,119.098, ,,,,,,,,,,
72.52,0,119.109, ,,,,,,,,,,
72.52,0,119.177, ,,,,,,,,,,
75.48,0,119.189, ,,,,,,,,,,
75.48,0,119.257, ,,,,,,,,,,
80.73,0,119.269, ,,,,,,,,,,
80.73,0,119.336, ,,,,,,,,,,
89.34,0,119.349, ,,,,,,,,,,
89.34,0,119.416, ,,,,,,,,,,
101.8,0,119.428, ,,,,,,,,,,
118.28,0,119.497, ,,,,,,,,,,
136.91,0,119.566, ,,,,,,,,,,
153.21,300,119.633, ,,,,,,,,,,
162.52,300,119.702, ,,,,,,,,,,
161.8,300,119.771, ,,,,,,,,,,
1,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,   
